EmployeeID,BranchID,FirstName,MiddleName,LastName,GovernmentID,Role,HireDate,EmploymentStatus,ManagerID,Salary,Phone,Email
392,11,Raghav,Tanmayi,Mishra,GOV150187660,Cashier,2021-03-20,Active,367.0,14564,9865864358,raghav.mishra9423@yahoo.com
393,11,Rehaan,,Sehgal,GOV776675280,Cleaner,2018-11-27,Active,370.0,15370,9538286091,rehaan.sehgal8487@yahoo.com
394,11,Parth,Imaran,Karan,GOV503632804,Kitchen Staff,2026-07-23,On Leave,366.0,19859,9090641779,parth.karan4186@rediffmail.com
395,11,Vasudha,Nikita,Rai,GOV295507517,Kitchen Staff,2017-04-18,Active,365.0,16693,9198811654,vasudha.rai2626@rediffmail.com
396,11,Naveen,Harita,Garde,GOV284975597,Cashier,2021-11-21,Active,366.0,16487,9055127173,naveen.garde6159@rediffmail.com
397,11,Anjali,Tanveer,Hegde,GOV179802139,Cashier,2018-01-16,Active,368.0,13748,9944849079,anjali.hegde9848@yahoo.com
398,11,Dipta,Alexander,Tandon,GOV721499827,Delivery Coordinator,2021-03-06,Active,367.0,17517,9334802719,dipta.tandon6817@gmail.com
399,11,Sara,,Mohanty,GOV694489494,Cashier,2023-08-09,On Leave,369.0,15677,9742726368,sara.mohanty8622@rediffmail.com
400,11,Anusha,,Bala,GOV586923531,Kitchen Staff,2023-09-07,Resigned,366.0,18796,9032409929,anusha.bala4616@yahoo.com
401,11,Robert,Oni,Sood,GOV196057242,Kitchen Staff,2018-07-30,Active,365.0,20232,9334060676,robert.sood4427@rediffmail.com
402,11,Hemang,,Sur,GOV027488302,Cashier,2021-11-27,Active,367.0,13784,9391077439,hemang.sur5744@outlook.com
403,11,Nikita,Vedhika,Om,GOV324693986,Kitchen Staff,2023-06-22,Active,367.0,17708,9006128224,nikita.om6023@gmail.com
404,11,Christopher,Yashawini,Rajan,GOV654246663,Kitchen Staff,2018-02-13,Active,369.0,20599,9993832537,christopher.rajan5223@outlook.com
405,11,Xavier,,Mann,GOV101937131,Cashier,2020-06-19,Active,365.0,15689,9798504626,xavier.mann4582@outlook.com
406,12,Manthan,Gabriel,Narasimhan,GOV868568735,Branch Manager,2018-02-11,Active,,57203,9266695059,manthan.narasimhan7298@outlook.com
407,12,Yashawini,Diya,Barad,GOV692742553,Assistant Manager,2026-02-28,Active,406.0,46838,9757579421,yashawini.barad6587@outlook.com
408,12,Abha,Faras,Nath,GOV295579791,Shift Manager,2021-04-30,Terminated,407.0,35745,9493399033,abha.nath1999@gmail.com
409,12,Jonathan,Jyoti,Mann,GOV815575825,Shift Manager,2017-10-11,Active,407.0,30585,9779764546,jonathan.mann8596@yahoo.com
410,12,Kai,,Varkey,GOV261010654,Shift Manager,2023-05-08,Active,407.0,37390,9801797029,kai.varkey6602@rediffmail.com
411,12,Warjas,Zayan,Mukhopadhyay,GOV128637331,Shift Manager,2025-04-22,Active,407.0,37845,9138809903,warjas.mukhopadhyay7923@yahoo.com
412,12,Abeer,Gagan,Bhavsar,GOV904812433,Delivery Coordinator,2023-03-31,Active,409.0,18889,9616643477,abeer.bhavsar5338@outlook.com
413,12,Siya,,Bava,GOV105509983,Cleaner,2022-06-23,Resigned,411.0,12194,9879177791,siya.bava7748@yahoo.com
414,12,Zayan,Damini,Dalal,GOV620825577,Cashier,2021-03-05,Active,408.0,17302,9419130075,zayan.dalal8626@gmail.com
415,12,Eshana,,Kala,GOV809092049,Delivery Coordinator,2020-03-05,Active,410.0,18143,9512481544,eshana.kala3221@outlook.com
416,12,Waida,,Palla,GOV586347576,Kitchen Staff,2019-01-18,Active,410.0,17698,9415871676,waida.palla447@rediffmail.com
417,12,Anmol,Lakshmi,Char,GOV073159128,Kitchen Staff,2022-02-11,Active,408.0,15264,9486962017,anmol.char4397@yahoo.com
418,12,Girish,Ikbal,Majumdar,GOV226550662,Cashier,2023-05-29,Terminated,408.0,19819,9778429732,girish.majumdar3247@yahoo.com
419,12,Ladli,,Misra,GOV021804023,Kitchen Staff,2017-04-20,Active,407.0,20945,9571996382,ladli.misra4172@gmail.com
420,12,Indali,,Som,GOV252680899,Cleaner,2019-11-17,Terminated,410.0,12192,9095658724,indali.som4032@gmail.com
421,12,Raghav,Zarna,Soman,GOV242736178,Cashier,2023-03-28,Terminated,411.0,13236,9328930614,raghav.soman4525@rediffmail.com
422,12,Anamika,,Amble,GOV919969240,Cleaner,2026-07-13,Terminated,409.0,14599,9221434226,anamika.amble6103@outlook.com
423,12,Gaurang,,Jaggi,GOV727719964,Cleaner,2020-07-17,Resigned,409.0,13064,9957847572,gaurang.jaggi5181@outlook.com
424,12,Ekbal,Ekapad,Swamy,GOV919410136,Cleaner,2024-08-15,Active,408.0,15012,9696694498,ekbal.swamy7983@rediffmail.com
425,12,Alexander,,Ahluwalia,GOV486692692,Cashier,2024-04-13,Terminated,411.0,13258,9593526984,alexander.ahluwalia2562@yahoo.com
426,12,Indrajit,Harsh,Prasad,GOV644685662,Delivery Coordinator,2024-03-13,Active,409.0,20918,9773434384,indrajit.prasad4154@gmail.com
427,12,Chandani,Devika,Pai,GOV571480888,Kitchen Staff,2017-09-23,Active,407.0,15334,9520655887,chandani.pai4719@yahoo.com
428,12,Jagrati,,Chaudhary,GOV532307463,Delivery Coordinator,2020-10-04,Active,411.0,17319,9986451021,jagrati.chaudhary2046@yahoo.com
429,12,Jagrati,,Narain,GOV561669640,Cleaner,2025-01-20,Active,411.0,12726,9422862486,jagrati.narain7649@yahoo.com
430,12,Ranbir,,Sur,GOV601829094,Delivery Coordinator,2019-08-14,Active,410.0,14281,9244970113,ranbir.sur2202@outlook.com
431,12,Leela,Parth,Bansal,GOV227431679,Kitchen Staff,2023-12-11,Active,411.0,19007,9168535563,leela.bansal4687@outlook.com
432,12,Meera,Zansi,Sandhu,GOV526977807,Cashier,2017-04-28,Active,407.0,14718,9533383657,meera.sandhu6247@rediffmail.com
433,12,Chandran,,Warrior,GOV969875472,Delivery Coordinator,2020-05-17,Active,408.0,19139,9994697584,chandran.warrior2593@yahoo.com
434,12,Wyatt,Ekapad,Venkatesh,GOV817293860,Kitchen Staff,2024-10-27,Active,411.0,21785,9713209395,wyatt.venkatesh603@gmail.com
435,12,Lavanya,Logan,Zachariah,GOV958180945,Cleaner,2021-04-16,Active,411.0,11400,9159805455,lavanya.zachariah6639@yahoo.com
436,12,Upadhriti,,Gara,GOV372695874,Kitchen Staff,2019-04-29,Active,411.0,21603,9891041114,upadhriti.gara6224@gmail.com
437,12,Arin,Anay,Balay,GOV084542030,Cleaner,2023-10-02,Active,407.0,14431,9388820919,  arin.balay3601@outlook.com  
438,12,Devika,,Rajan,GOV997167286,Kitchen Staff,2020-09-07,Active,409.0,15964,9870409485,devika.rajan6285@rediffmail.com
439,12,Zashil,,Oak,GOV501600977,Kitchen Staff,2016-01-20,Active,409.0,19774,9468167675,zashil.oak1764@gmail.com
440,12,Warinder,Krishna,Bains,GOV423898976,Kitchen Staff,2016-02-12,Active,411.0,17279,9717114706,warinder.bains4754@outlook.com
441,12,Aarnav,,Lal,GOV814888583,delivery coordinator,2022-01-31,Active,410.0,19025,9179145060,aarnav.lal9063@outlook.com
442,12,Jeet,Fiyaz,Batta,GOV041967625,Kitchen Staff,2024-09-14,Active,407.0,16442,9547004019,jeet.batta1964@gmail.com
443,12,Yochana,Siddharth,Srinivas,GOV552005725,Cashier,2019-12-04,Active,408.0,15600,9106073517,yochana.srinivas423@yahoo.com
444,12,Chatresh,Waida,Balakrishnan,GOV100227744,kitchen staff,2019-01-07,Active,411.0,19239,9102591686,chatresh.balakrishnan3861@outlook.com
445,12,Krishna,Tanmayi,Khare,GOV818838369,Delivery Coordinator,2018-05-11,On Leave,410.0,17875,9024538405,krishna.khare649@rediffmail.com
446,13,Qadim,,Ganesan,GOV791819068,Branch Manager,2019-07-08,Active,,79948,9032162200,qadim.ganesan6318@yahoo.com
447,13,Watika,,Kapadia,GOV701778171,Assistant Manager,2023-04-05,Resigned,446.0,41403,9877394777,watika.kapadia3155@yahoo.com
448,13,Ekiya,Sarthak,Bhargava,GOV077483644,Shift Manager,2020-06-14,Active,447.0,31289,9144959560,ekiya.bhargava1457@gmail.com
449,13,Madhav,,Raju,GOV210693949,Shift Manager,2016-10-05,Active,447.0,31704,9292552213,madhav.raju3069@yahoo.com
450,13,Garima,Ucchal,Bava,GOV924943224,Shift Manager,2020-06-05,On Leave,447.0,29219,9636748303,garima.bava9689@yahoo.com
451,13,Vivaan,,Parikh,GOV849571665,Cashier,2019-08-03,Active,447.0,18460,9789769154,vivaan.parikh3526@gmail.com
452,13,Falak,,Dhaliwal,GOV427262033,Kitchen Staff,2018-10-17,Active,449.0,20384,9171640119,falak.dhaliwal8315@rediffmail.com
453,13,Omya,Samesh,Pau,GOV376338586,Kitchen Staff,2020-06-04,Active,450.0,17433,9746011962,omya.pau4965@yahoo.com
454,13,Charles,Upadhriti,Padmanabhan,GOV320043089,Delivery Coordinator,2019-07-24,Active,448.0,16005,9390908233,charles.padmanabhan8630@yahoo.com
455,13,Ranveer,Gopal,Mody,GOV021000155,Cashier,2022-04-12,Active,447.0,19891,9603792586,ranveer.mody2448@outlook.com
456,13,Robert,Radha,Palan,GOV405155508,Delivery Coordinator,2026-06-15,Active,449.0,18198,9748135655,robert.palan8848@rediffmail.com
457,13,Chaman,,Dhillon,GOV043064263,Cashier,2023-02-27,Resigned,448.0,17333,9098967853,chaman.dhillon9719@rediffmail.com
458,13,Daniel,Atharv,Raghavan,GOV704507805,Delivery Coordinator,2017-01-19,Resigned,447.0,19648,9814690963,daniel.raghavan6508@rediffmail.com
459,13,Tara,Aadhya,Dugar,GOV334080181,Kitchen Staff,2023-12-12,Active,449.0,-17842,9228532127,tara.dugar7865@yahoo.com
460,13,Advay,Aarna,Murthy,GOV959850145,Cashier,2017-07-11,Resigned,447.0,17104,9271751992,advay.murthy6655@yahoo.com
461,13,Xavier,,Contractor,GOV318120032,Delivery Coordinator,2022-07-31,Active,448.0,17680,9896740772,xavier.contractor85@yahoo.com
462,13,Bina,Gaurav,Chand,GOV107982536,delivery coordinator,2017-03-03,Active,448.0,15326,9831867743,bina.chand4994@gmail.com
463,13,Ryan,,Saraf,GOV949930561,Cleaner,2022-03-31,Active,449.0,12140,9566554153,ryan.saraf1809@rediffmail.com
464,13,Oni,,Mukherjee,GOV032515436,Cleaner,2016-11-02,Active,449.0,11597,9172676218,oni.mukherjee2937@yahoo.com
465,13,Naksh,,Patel,GOV369731331,Delivery Coordinator,2020-11-27,Active,447.0,19195,9341185817,naksh.patel8265@rediffmail.com
466,13,Oscar,Brijesh,Sangha,GOV878843974,Kitchen Staff,2016-09-10,Resigned,449.0,20904,9935495769,oscar.sangha6943@outlook.com
467,13,Nitara,Qadim,Datta,GOV388169195,Cashier,2025-03-09,Active,450.0,16199,9061264464,nitara.datta187@rediffmail.com
468,13,Oliver,Aashi,Gulati,GOV878126388,Cleaner,2024-11-09,Active,449.0,11524,9670880348,oliver.gulati4298@rediffmail.com
469,13,Samar,Raghav,Parsa,GOV387558055,Cleaner,2023-11-13,Active,449.0,15281,9141743005,samar.parsa9603@outlook.com
470,13,Eiravati,,Mital,GOV287988275,Kitchen Staff,2022-04-01,Resigned,450.0,16643,9964057519,eiravati.mital3444@yahoo.com
471,13,Oliver,,Dugal,GOV052114274,Cashier,2021-07-18,Active,449.0,18908,9498149205,oliver.dugal137@outlook.com
472,13,Devansh,Vedika,Subramanian,GOV581137801,Kitchen Staff,2020-09-27,Active,450.0,19667,9012555236,devansh.subramanian8663@rediffmail.com
473,13,Ekanta,Anika,Goda,GOV642118388,Cashier,2026-02-23,Resigned,448.0,14969,9608849241,ekanta.goda5072@yahoo.com
474,13,Sai,,Shanker,GOV462582342,Kitchen Staff,2022-01-17,Active,450.0,21963,9582225691,sai.shanker5871@yahoo.com
475,13,Mitali,Harsh,Peri,GOV397068143,Cashier,2021-05-09,Active,450.0,15890,9356951060,mitali.peri2592@gmail.com
476,13,Nicholas,,Varma,GOV164834567,Delivery Coordinator,2024-09-23,Resigned,447.0,17057,9650487155,nicholas.varma686@outlook.com
477,13,Gauri,,Sarin,GOV335799564,Cashier,2019-06-08,Active,448.0,15831,9224126687,gauri.sarin4598@outlook.com
478,13,Raghav,,Sangha,GOV296665851,Kitchen Staff,2024-05-05,Resigned,450.0,14431,9128533527,raghav.sangha500@rediffmail.com
479,13,Nikita,,Sampath,GOV821964436,Cashier,2021-11-26,Active,449.0,16383,9189810120,nikita.sampath3376@yahoo.com
480,13,Sudiksha,,Bhardwaj,GOV871089297,Delivery Coordinator,2019-07-29,Active,448.0,20054,9008536369,sudiksha.bhardwaj8938@outlook.com
481,13,Faris,,Aggarwal,GOV380852497,Kitchen Staff,2017-05-01,Active,447.0,19261,9537783456,faris.aggarwal6833@gmail.com
482,13,Oliver,,Datta,GOV589103320,Cashier,2017-03-19,Active,450.0,16298,9310960621,oliver.datta9335@gmail.com
483,13,Yatan,Waida,Kapur,GOV580289086,Cleaner,2024-10-10,Active,448.0,14872,9371849922,  yatan.kapur6631@outlook.com
484,13,Ishani,Pranav,Kade,GOV235810401,Kitchen Staff,2020-06-14,Active,449.0,19887,9798376061,ishani.kade917@outlook.com
485,14,Ethan,,Mitra,GOV060781304,Branch Manager,2020-11-19,Active,,74462,9542019936,ethan.mitra8666@outlook.com
486,14,Yasti,Bhavya,Kala,GOV494731094,Assistant Manager,2021-09-17,Terminated,485.0,41933,9322398318,yasti.kala6892@gmail.com
487,14,Garima,Yashawini,Setty,GOV893090764,Shift Manager,2020-11-27,Active,486.0,36533,9259205350,garima.setty3000@yahoo.com
488,14,Vihaan,,Sandal,GOV365043874,Shift Manager,2024-11-07,Active,486.0,36154,9072032516,vihaan.sandal6063@outlook.com
489,14,Sai,,Datta,GOV218481102,Delivery Coordinator,2022-02-27,Active,486.0,20408,9325367747,sai.datta5752@yahoo.com
490,14,Matthew,Tanveer,Prabhu,GOV796302936,Cleaner,2020-11-14,Active,487.0,11902,9231299198,matthew.prabhu8074@outlook.com
491,14,Balendra,,Handa,GOV090485628,Cleaner,2021-10-23,Active,487.0,14633,9372125514,balendra.handa2278@rediffmail.com
492,14,Yuvraj,,Nori,GOV238491546,Cashier,2018-12-10,Active,488.0,17503,9774783895,yuvraj.nori6084@outlook.com
493,14,Devansh,,Pandey,GOV621423403,Cashier,2017-01-27,Resigned,488.0,18435,9393392199,devansh.pandey6608@yahoo.com
494,14,Vrishti,,Hayre,GOV658031794,Cashier,2020-11-15,Active,488.0,18139,9465496773,vrishti.hayre2908@gmail.com
495,14,Ladli,Rachana,Salvi,GOV356382621,Kitchen Staff,2016-05-12,Active,487.0,19554,9194936984,ladli.salvi2509@yahoo.com
496,14,Max,Harsh,Kumer,GOV478521327,Cashier,2023-12-31,Active,488.0,18328,9964847143,max.kumer6810@gmail.com
497,14,Ishita,Ojasvi,Soni,GOV868533318,Cashier,2021-06-16,Active,486.0,18408,9629987625,ishita.soni7836@gmail.com
498,14,Henry,Chakradhar,Badal,GOV504124851,Kitchen Staff,2025-04-12,Active,487.0,16808,9854977532,henry.badal5112@gmail.com
499,14,Faraj,,Barad,GOV864252576,Cleaner,2019-08-18,Resigned,488.0,11526,9361808248,faraj.barad3791@rediffmail.com
500,14,Anmol,Harshil,Gaba,GOV270067720,Delivery Coordinator,2019-01-20,Active,488.0,20409,9182903765,anmol.gaba4709@rediffmail.com
501,14,Logan,Hamsini,Kadakia,GOV037743129,Cashier,2025-11-26,Active,487.0,16433,9890229555,logan.kadakia9683@gmail.com
502,14,Januja,,Chhabra,GOV504658127,Kitchen Staff,2019-01-16,Active,486.0,19548,9287378324,januja.chhabra3729@yahoo.com
503,14,Gopal,Yauvani,Sahni,GOV976888728,Cashier,2026-02-22,On Leave,486.0,13708,9707604448,gopal.sahni4186@rediffmail.com
504,14,Udarsh,,Deshpande,GOV173964175,Delivery Coordinator,2019-04-02,Active,486.0,15029,9855185351,udarsh.deshpande4234@outlook.com
505,14,Michael,Hardik,Pant,GOV293579707,Kitchen Staff,2020-05-30,Active,486.0,15785,9348134510,michael.pant9659@gmail.com
506,14,Adweta,Nimrat,Date,GOV047650646,Cashier,2018-10-17,Active,488.0,16185,9095637214,adweta.date2079@rediffmail.com
507,14,Vihaan,,Deol,GOV982407369,Cashier,2023-01-06,Active,486.0,13305,9766151507,vihaan.deol2978@rediffmail.com
508,14,Joshua,,Comar,GOV911514069,Cleaner,2021-01-06,Active,487.0,15795,9966200307,joshua.comar1127@rediffmail.com
509,14,Aishani,,Nagarajan,GOV607962177,Delivery Coordinator,2019-06-14,Active,487.0,17329,9675770614,aishani.nagarajan5477@gmail.com
510,14,Vaishnavi,,Cherian,GOV324779665,Cashier,2021-09-19,Resigned,487.0,17479,9394560125,vaishnavi.cherian1583@gmail.com
511,14,Balhaar,Jeet,Loke,GOV435985505,Cashier,2021-06-22,Active,488.0,15576,9000186194,balhaar.loke6342@gmail.com
512,14,Maya,Ridhi,Suresh,GOV104330701,Delivery Coordinator,2025-03-31,Active,487.0,17436,9254663051,maya.suresh6172@rediffmail.com
513,14,Wakeeta,Farhan,Tella,GOV287475232,Kitchen Staff,2016-07-19,Active,486.0,14388,9461428418,wakeeta.tella6850@gmail.com
514,14,Jeet,,Pandit,GOV755051126,Cashier,2026-04-20,Active,486.0,14393,9718350355,jeet.pandit3492@outlook.com
515,14,Harish,Pahal,Joshi,GOV520023694,Kitchen Staff,2019-01-14,Active,486.0,18774,9847446597,harish.joshi6665@rediffmail.com
516,14,Chanchal,,Grewal,GOV476157482,Kitchen Staff,2019-04-30,Active,487.0,20070,9978101030,chanchal.grewal5481@gmail.com
517,14,Parth,,Ramaswamy,GOV553484508,Kitchen Staff,2019-03-27,On Leave,486.0,19318,9947913412,parth.ramaswamy6651@gmail.com
518,15,Geetika,Oeshi,Pant,GOV223025414,Branch Manager,2020-07-27,Active,,70697,9564229488,geetika.pant6933@gmail.com
519,15,Banjeet,,Johal,GOV867015836,Assistant Manager,2019-04-09,Active,518.0,54279,9000942975,banjeet.johal2372@yahoo.com
520,15,Lila,,Guha,GOV079731577,Shift Manager,2017-06-21,Resigned,519.0,28442,9184639348,lila.guha5889@outlook.com
521,15,Bakhshi,Fitan,Om,GOV253784824,Shift Manager,2023-07-24,Active,519.0,35579,9252776570,bakhshi.om5961@gmail.com
522,15,Suhani,Sai,Kota,GOV879733353,Shift Manager,2018-12-29,Active,519.0,34752,9455058621,suhani.kota7899@yahoo.com
523,15,Harish,,Pandya,GOV371748504,Shift Manager,2020-12-27,Active,519.0,35221,9999930653,harish.pandya4560@rediffmail.com
524,15,Harini,,Nigam,GOV391832988,Cashier,2018-05-05,Active,521.0,16537,9174229667,harini.nigam4647@yahoo.com
525,15,Sudiksha,,Singh,GOV332361350,Kitchen Staff,2023-06-08,Resigned,522.0,19737,9650529924,sudiksha.singh8453@outlook.com
526,15,Neel,Qabil,Raj,GOV928526807,Kitchen Staff,2016-02-10,Active,520.0,14163,9121687340,neel.raj1362@gmail.com
527,15,Tanveer,,Narayan,GOV099121171,Cashier,2023-04-22,Active,522.0,17459,9514367794,tanveer.narayan3824@yahoo.com
528,15,Bhavani,,Bains,GOV233341179,Kitchen Staff,2025-12-03,Resigned,523.0,17682,9946186640,bhavani.bains6747@outlook.com
529,15,Viraj,Rachita,Atwal,GOV897361179,Kitchen Staff,2026-08-04,Active,523.0,14736,9311396143,viraj.atwal1458@outlook.com
530,15,Yashodhara,Kashvi,Brar,GOV789403624,Kitchen Staff,2026-03-15,Active,521.0,21153,9413744148,yashodhara.brar8353@gmail.com
531,15,Advik,Rajeshri,Subramaniam,GOV975179750,Kitchen Staff,2025-07-15,Active,522.0,14062,9737204796,advik.subramaniam5620@outlook.com
532,15,Warhi,Teerth,Ramanathan,GOV713952609,Delivery Coordinator,2025-09-08,Active,520.0,15704,9032367756,warhi.ramanathan5617@outlook.com
533,15,Hritik,Bina,Dasgupta,GOV496602058,Kitchen Staff,2025-08-31,Active,520.0,17303,9612564547,hritik.dasgupta5085@rediffmail.com
534,15,Triveni,Jacob,Mahajan,GOV750939476,Delivery Coordinator,2022-08-12,Active,523.0,19814,9805168890,triveni.mahajan4186@outlook.com
535,15,Oscar,,Keer,GOV119339038,Delivery Coordinator,2017-06-02,Active,523.0,15822,9273025576,oscar.keer6678@yahoo.com
536,15,Abhiram,,Banik,GOV274259463,Kitchen Staff,2018-06-01,Active,521.0,21540,9047027684,abhiram.banik1033@outlook.com
537,15,Bimala,,Chand,GOV074316515,Cashier,2022-03-01,Active,522.0,19398,9265020163,bimala.chand6547@yahoo.com
538,15,Gayathri,Eta,Chowdhury,GOV527135677,Cashier,2024-05-30,Active,522.0,18271,9267077973,gayathri.chowdhury4708@gmail.com
539,15,Zinal,Sneha,Randhawa,GOV907001168,Delivery Coordinator,2019-09-15,Active,520.0,19194,9273981377,zinal.randhawa71@outlook.com
540,15,Shivansh,Samaksh,Nath,GOV451067854,Kitchen Staff,2019-06-23,Active,521.0,16163,9042173102,shivansh.nath4490@rediffmail.com
541,15,Noah,Kalpit,Solanki,GOV403906556,Kitchen Staff,2016-07-31,Active,522.0,17901,9801205366,noah.solanki1073@gmail.com
542,15,Yamini,,Ratti,GOV477457687,Cleaner,2022-12-12,Active,519.0,13800,9866346989,yamini.ratti2252@outlook.com
543,15,Radha,,Thaker,GOV718627332,Delivery Coordinator,2023-05-13,Active,520.0,16559,9808171766,radha.thaker8605@outlook.com
544,15,Jyoti,Simon,Zacharia,GOV207369504,Kitchen Staff,2020-07-26,Active,519.0,21339,9521820595,jyoti.zacharia9304@rediffmail.com
545,15,Ekaraj,,Chakraborty,GOV298380849,Cashier,2022-07-21,Active,521.0,-16026,9969920814,ekaraj.chakraborty5555@gmail.com
546,15,Neel,Nidhi,Bhavsar,GOV063710080,Delivery Coordinator,2017-01-03,Active,522.0,17465,9731592236,neel.bhavsar9091@outlook.com
547,15,Isha,Zehaan,Chad,GOV577208668,Kitchen Staff,2021-03-08,Active,520.0,14957,9845214216,isha.chad9066@outlook.com
548,15,Triya,Neha,Jhaveri,GOV941531756,Kitchen Staff,2026-06-10,Terminated,522.0,18915,9483886668,triya.jhaveri2130@rediffmail.com
549,15,Januja,,Mannan,GOV626493174,Kitchen Staff,2019-06-02,Active,523.0,14165,9286009308,januja.mannan1368@rediffmail.com
550,15,Farhan,Irya,Badami,GOV375131234,Delivery Coordinator,2021-10-13,Active,521.0,14064,9634353443,farhan.badami1372@outlook.com
551,15,Reva,,Tandon,GOV503634402,Kitchen Staff,2017-02-16,Active,520.0,16644,9454514061,reva.tandon6644@outlook.com
552,15,Chakradev,,Jayaraman,GOV087209590,Delivery Coordinator,2016-12-07,Active,523.0,19643,9068189613,chakradev.jayaraman9457@yahoo.com
553,15,Maanas,Oeshi,Shenoy,GOV598438036,Cashier,2021-08-15,Resigned,519.0,19163,9995387644,maanas.shenoy8367@gmail.com
554,15,Benjamin,Leela,Narayanan,GOV016393827,Kitchen Staff,2025-04-28,Resigned,522.0,18170,9517333746,benjamin.narayanan6273@yahoo.com
555,15,Siya,Chandani,Gulati,GOV482274592,Kitchen Staff,2021-08-23,Active,520.0,21516,9162848782,siya.gulati6923@rediffmail.com
556,16,Samar,,Kumer,GOV918905348,Branch Manager,2018-09-28,Resigned,,82614,9517883552,samar.kumer669@gmail.com
557,16,Raghav,Aradhana,Chaudhry,GOV246779984,Assistant Manager,2020-06-14,Active,556.0,38989,9602351046,raghav.chaudhry6787@yahoo.com
558,16,Gauri,Om,Ganesh,GOV619706028,Assistant Manager,2017-09-22,Active,556.0,53960,9395396131,gauri.ganesh402@outlook.com
559,16,Hemani,Panini,Sant,GOV754469534,Shift Manager,2016-10-08,Active,558.0,30991,9511510648,hemani.sant8326@rediffmail.com
560,16,Liam,,Ahluwalia,GOV329750723,Shift Manager,2024-09-17,Active,558.0,32296,9353305621,liam.ahluwalia1107@gmail.com
561,16,Hritik,,Basu,GOV394580802,Shift Manager,2020-08-20,Resigned,557.0,28633,9125657048,hritik.basu9620@outlook.com
562,16,Champak,Jeet,D’Alia,GOV149605007,Delivery Coordinator,2021-05-23,Active,558.0,16502,9589135438,champak.d’alia5559@outlook.com
563,16,Chasmum,,Chawla,GOV956114354,Kitchen Staff,2020-12-18,Active,557.0,18635,9872892571,chasmum.chawla4238@gmail.com
564,16,Aarnav,,Parmar,GOV644490997,Kitchen Staff,2017-01-05,Active,558.0,14268,9246974050,aarnav.parmar4838@gmail.com
565,16,Ikshita,Wyatt,Atwal,GOV698643007,Cashier,2017-05-07,Active,559.0,13740,9227726257,ikshita.atwal7063@rediffmail.com
566,16,Amaira,Neel,Srinivas,GOV092484223,Delivery Coordinator,2020-08-21,Active,558.0,15132,9337854767,amaira.srinivas5129@outlook.com
567,16,Neelima,,Kanda,GOV751156074,Kitchen Staff,2023-01-20,Active,561.0,15931,9957203189,neelima.kanda3461@yahoo.com
568,16,Aachal,,Bora,GOV926350694,Kitchen Staff,2019-02-08,Active,558.0,14007,9383239997,aachal.bora484@gmail.com
569,16,Onveer,Sneha,Sabharwal,GOV167807290,Delivery Coordinator,2021-02-27,Active,558.0,19716,9043517685,onveer.sabharwal1533@yahoo.com
570,16,Krishna,,Nagarajan,GOV494407301,Cashier,2020-07-16,Active,561.0,14949,9686171979,krishna.nagarajan1856@outlook.com
571,16,Theodore,,Gokhale,GOV955511104,Delivery Coordinator,2020-11-08,Active,557.0,20321,9369282558,theodore.gokhale1024@rediffmail.com
572,16,Harini,Mitali,Kakar,GOV639567886,Cashier,2026-03-15,Active,559.0,14922,9128279763,harini.kakar901@yahoo.com
573,16,Agastya,,Mann,GOV566703499,Cashier,2018-02-25,Active,557.0,19136,9942640426,agastya.mann3894@gmail.com
574,16,Zehaan,,Bal,GOV067950105,Cleaner,2025-02-17,Active,559.0,15785,9377757748,zehaan.bal6598@rediffmail.com
575,16,Fiyaz,,Setty,GOV295556665,Kitchen Staff,2020-10-25,Active,559.0,17435,9522730764,fiyaz.setty7655@outlook.com
576,16,Aradhana,,Devi,GOV583134428,Delivery Coordinator,2022-04-02,Active,558.0,14961,9676676259,aradhana.devi9294@yahoo.com
577,16,Warjas,,Ratta,GOV228303993,Kitchen Staff,2024-12-24,Active,559.0,19388,9938679287,warjas.ratta6756@gmail.com
578,16,Geetika,,Grewal,GOV061446186,Kitchen Staff,2023-09-10,Active,557.0,14402,9374773440,geetika.grewal1531@yahoo.com
579,16,Rachana,Anirudh,Thakur,GOV544452293,Kitchen Staff,2019-01-04,Active,557.0,15038,9173514716,rachana.thakur7572@yahoo.com
580,16,Guneet,,Chaudry,GOV246404577,Kitchen Staff,2018-10-25,On Leave,558.0,14478,9711086432,guneet.chaudry8331@gmail.com
581,16,Michael,,Mohanty,GOV019123779,Delivery Coordinator,2022-07-15,Active,557.0,14404,9294818210,michael.mohanty6425@outlook.com
582,16,Madhavi,Nathaniel,Das,GOV748210800,Kitchen Staff,2020-06-01,Resigned,560.0,21538,9736756593,madhavi.das590@outlook.com
583,16,Balveer,,Sura,GOV857193090,Kitchen Staff,2016-01-10,Active,557.0,21691,9129440969,balveer.sura1630@outlook.com
584,16,Neel,,Anand,GOV062173522,Kitchen Staff,2026-05-05,Active,561.0,14034,9555833737,neel.anand8183@outlook.com
585,16,Upadhriti,Radhika,Aurora,GOV966345508,Cashier,2026-05-02,Active,561.0,13430,9543527256,upadhriti.aurora7274@yahoo.com
586,16,Yatin,,Parmar,GOV425927275,Delivery Coordinator,2017-09-22,Terminated,559.0,20126,9111934221,yatin.parmar3168@rediffmail.com
587,16,Eesha,Upasna,Brahmbhatt,GOV872768299,Kitchen Staff,2017-04-09,Active,559.0,18207,9857508903,eesha.brahmbhatt6656@yahoo.com
